id_sintetico,cenario_id,ghe_codigo,A1,A2,A3,A4,A5,B1,B2,B3,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,F1,F2,F3,F4,G1,G2,G3,H1,H2,H3,I1,I2,I3,I4,I5,I6,I7,I8,I9,J1,J2,J3,J4,J5,J6,J7,J8
RISK-V2-000068,CEN-20,GHE-02,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0
RISK-V2-000069,CEN-11,GHE-05,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
RISK-V2-000070,CEN-10,GHE-04,3.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0
RISK-V2-000071,CEN-01,GHE-01,2.0,3.0,,1.0,,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0
RISK-V2-000072,CEN-14,GHE-02,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0
RISK-V2-000073,CEN-05,GHE-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-000074,CEN-12,GHE-06,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,,3.0,3.0,2.0,3.0
RISK-V2-000075,CEN-22,GHE-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RISK-V2-000076,CEN-20,GHE-02,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0
RISK-V2-000077,CEN-15,GHE-03,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0
RISK-V2-000078,CEN-22,GHE-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,1.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
RISK-V2-000079,CEN-12,GHE-06,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,,4.0,4.0
RISK-V2-000080,CEN-09,GHE-03,,3.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,,3.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0
RISK-V2-000081,CEN-23,GHE-05,2.0,,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0
RISK-V2-000082,CEN-17,GHE-05,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,,,2.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0
RISK-V2-000083,CEN-19,GHE-01,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0
RISK-V2-000084,CEN-21,GHE-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
RISK-V2-000085,CEN-13,GHE-01,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0
RISK-V2-000086,CEN-12,GHE-06,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0
RISK-V2-000087,CEN-11,GHE-05,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0
RISK-V2-000088,CEN-01,GHE-01,4.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0
RISK-V2-000089,CEN-04,GHE-04,4.0,,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,,3.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,
RISK-V2-000090,CEN-10,GHE-04,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0
RISK-V2-000091,CEN-22,GHE-04,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
RISK-V2-000092,CEN-14,GHE-02,5.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,3.0,3.0,1.0,,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0
RISK-V2-000093,CEN-24,GHE-06,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,4.0,,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0
RISK-V2-000094,CEN-11,GHE-05,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,,,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0
RISK-V2-000095,CEN-02,GHE-02,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0
RISK-V2-000096,CEN-06,GHE-06,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0
RISK-V2-000097,CEN-12,GHE-06,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,,5.0,5.0,5.0,5.0
RISK-V2-000098,CEN-02,GHE-02,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0
RISK-V2-000099,CEN-13,GHE-01,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0
RISK-V2-000100,CEN-07,GHE-01,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-000101,CEN-10,GHE-04,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,4.0,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,,1.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0
RISK-V2-000102,CEN-03,GHE-03,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,1.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
RISK-V2-000103,CEN-13,GHE-01,1.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0
RISK-V2-000104,CEN-09,GHE-03,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,5.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0
RISK-V2-000105,CEN-16,GHE-04,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,4.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0
RISK-V2-000106,CEN-08,GHE-02,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0
RISK-V2-000107,CEN-18,GHE-06,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0
RISK-V2-000108,CEN-10,GHE-04,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,,4.0,4.0,4.0,2.0,4.0,3.0
RISK-V2-000109,CEN-13,GHE-01,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0,3.0,3.0,,2.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0
RISK-V2-000110,CEN-13,GHE-01,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
RISK-V2-000111,CEN-06,GHE-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
RISK-V2-000112,CEN-05,GHE-05,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,,1.0,3.0,3.0,4.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,3.0,,5.0,4.0,4.0,4.0,5.0,5.0
RISK-V2-000113,CEN-19,GHE-01,5.0,,3.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
RISK-V2-000114,CEN-09,GHE-03,3.0,,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0
RISK-V2-000115,CEN-08,GHE-02,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
RISK-V2-000116,CEN-17,GHE-05,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0,,3.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,5.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0
RISK-V2-000117,CEN-23,GHE-05,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
RISK-V2-000118,CEN-05,GHE-05,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
RISK-V2-000119,CEN-15,GHE-03,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0
RISK-V2-000120,CEN-04,GHE-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
RISK-V2-000121,CEN-03,GHE-03,3.0,2.0,3.0,4.0,2.0,3.0,4.0,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0
RISK-V2-000122,CEN-19,GHE-01,5.0,5.0,4.0,5.0,,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
RISK-V2-000123,CEN-17,GHE-05,3.0,2.0,3.0,3.0,,1.0,2.0,3.0,3.0,3.0,,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0
RISK-V2-000124,CEN-18,GHE-06,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,,3.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
RISK-V2-000125,CEN-08,GHE-02,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,,3.0,3.0,,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0
RISK-V2-000126,CEN-07,GHE-01,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-000127,CEN-16,GHE-04,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,,4.0,1.0,3.0,1.0,1.0,1.0,2.0,,2.0,2.0,4.0,4.0,2.0,3.0
RISK-V2-000128,CEN-05,GHE-05,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,,1.0,5.0,2.0,1.0,2.0,5.0,4.0,,,4.0,5.0,5.0,4.0
RISK-V2-000129,CEN-15,GHE-03,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0
RISK-V2-000130,CEN-24,GHE-06,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
RISK-V2-000131,CEN-15,GHE-03,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,,5.0,5.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0
RISK-V2-000132,CEN-10,GHE-04,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-000133,CEN-07,GHE-01,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0
RISK-V2-000134,CEN-07,GHE-01,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
RISK-V2-000135,CEN-21,GHE-03,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
